"","X","Rank","Player","Age","Tm","First","Pts.Won","Pts.Max","Share","G","MP","PTS","TRB","AST","STL","BLK","FG.","X3P.","FT.","WS","WS.48","season","player_id","poss","mp","raptor_offense","raptor_defense","raptor_total","war_total","war_reg_season","war_playoffs","predator_offense","predator_defense","predator_total","pace_impact"
"1",51,"16T","Peja Stojakovic",24,"SAC",0,1,1260,0.001,71,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.876,9.9,0.179,2002,"stojape01",6006,2987,2.866001948,-1.576409884,1.289592064,6.114683893,6.065173901,0.049509992,2.929012941,-1.434325424,1.494687517,-0.428003952
"2",68,"4","Peja Stojakovic",26,"SAC",1,281,1230,0.228,81,40.3,24.2,6.3,2.1,1.3,0.2,0.48,0.433,0.927,13.5,0.198,2004,"stojape01",7401,3781,4.335474722,-1.079810328,3.255664394,11.56603155,10.4011553,1.164876245,4.558806696,-0.69687141,3.861935286,-0.445704204
"3",134,"10","Manu Ginobili",30,"SAS",0,9,1260,0.007,74,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232,2008,"ginobma01",5356,2858,5.4005772,2.669572164,8.070149364,15.88012203,13.77112823,2.108993801,5.419555445,2.547866169,7.967421614,0.179468342
"4",164,"11","Manu Ginobili",32,"SAS",0,3,1230,0.002,75,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,9.7,0.216,2010,"ginobma01",4829,2502,5.732501882,1.116681385,6.849183266,12.3244807,10.41831132,1.906169377,5.790624154,1.393387206,7.18401136,0.081639394
"5",176,"8","Manu Ginobili",33,"SAS",0,20,1210,0.017,80,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,9.9,0.195,2011,"ginobma01",5052,2600,6.044526925,1.776115052,7.820641977,14.08302761,13.11535641,0.967671201,6.244892079,1.888387034,8.133279113,0.206893143
"6",228,"16","Goran Dragic",27,"PHO",0,3,1250,0.002,76,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,2014,"dragigo01",5389,2668,4.826053679,0.191101625,5.017155304,10.5505868,10.5505868,0,4.465946486,0.681530218,5.147476705,-0.201129559
"7",279,"4","Nikola Jokic",23,"DEN",0,212,1010,0.21,80,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,2019,"jokicni01",6219,3061,6.080263137,2.664693182,8.74495632,18.19761224,13.03130189,5.166310349,5.866490159,3.150483687,9.016973845,0.178082281
"8",291,"4","Luka Doncic",20,"DAL",0,200,1010,0.198,61,33.6,28.8,9.4,8.8,1,0.2,0.463,0.316,0.758,8.8,0.207,2020,"doncilu01",4775,2262,7.397159485,-1.068008544,6.329150941,10.64446575,9.936518816,0.707946934,7.909136834,-1.456047114,6.45308972,1.350775376
"9",296,"9","Nikola Jokic",24,"DEN",0,18,1010,0.018,73,32,19.9,9.7,7,1.2,0.6,0.528,0.314,0.817,9.8,0.202,2020,"jokicni01",6082,3030,4.60096554,0.475986351,5.076951891,12.13295997,9.380333757,2.752626217,5.35236176,1.751800264,7.104162023,-0.40383324
"10",300,"1","Nikola Jokic",25,"DEN",91,971,1010,0.961,72,34.6,26.4,10.8,8.3,1.3,0.7,0.566,0.388,0.868,15.6,0.301,2021,"jokicni01",5787,2833,8.59796770192476,0.651521234227334,9.24948893615209,17.5339165206694,15.7560312359587,1.77788528471075,8.68570045173231,1.0185306920442,9.70423114377651,0.791221853692214
"11",305,"6","Luka Doncic",21,"DAL",0,42,1010,0.042,66,34.3,27.7,8,8.6,1,0.5,0.479,0.35,0.73,7.7,0.163,2021,"doncilu01",5235,2543,6.64165405276573,-0.789069940314123,5.85258411245161,11.4026449506247,9.29776593129739,2.10487901932728,7.43545995944086,-1.20229205689852,6.23316790254233,1.22450940082698
"12",1,"1","Shaquille O'Neal",27,"LAL",120,1207,1210,0.998,79,40,29.7,13.6,3.8,0.5,3,0.574,0,0.524,18.6,0.283,2000,"onealsh01",8122,4163,4.392065114,3.15857055,7.550635664,21.84016647,17.43159282,4.408573651,4.7227871,2.678703213,7.401490313,-0.604116254
"13",2,"2","Kevin Garnett",23,"MIN",0,408,1210,0.337,81,40,22.9,11.8,5,1.5,1.6,0.497,0.37,0.765,11.6,0.172,2000,"garneke01",6570,3414,2.250017118,1.757785426,4.007802544,11.70333025,11.09500284,0.608327413,2.786463743,1.581486796,4.367950539,-0.689205955
"14",3,"3","Alonzo Mourning",29,"MIA",0,367,1210,0.303,79,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0,0.711,12.9,0.226,2000,"mournal01",5864,3124,0.545253287,3.490962649,4.036215936,10.82077668,9.458794841,1.361981841,0.633096612,2.798552403,3.431649014,-0.330524497
"15",4,"4","Karl Malone",36,"UTA",0,312,1210,0.258,82,35.9,25.5,9.5,3.7,1,0.9,0.509,0.25,0.797,15.3,0.249,2000,"malonka01",6278,3333,3.978292145,0.602516138,4.580808284,12.42862188,11.34990897,1.078712916,4.056594668,0.479799111,4.536393779,-0.472175008
"16",5,"5","Tim Duncan",23,"SAS",0,248,1210,0.205,74,38.9,23.2,12.4,3.2,0.9,2.2,0.49,0.091,0.761,13,0.218,2000,"duncati01",5501,2875,2.181471716,2.096514225,4.27798594,10.22640388,10.22640388,0,2.461386402,1.926043433,4.387429835,-0.753303063
"17",6,"6","Gary Payton",31,"SEA",0,180,1210,0.149,82,41.8,24.2,6.5,8.9,1.9,0.2,0.448,0.34,0.735,13.9,0.195,2000,"paytoga01",7156,3646,5.714894832,0.585893864,6.300788697,16.81862883,15.92391727,0.894711562,5.903586133,1.116542492,7.020128625,-0.211035928
"18",7,"7","Allen Iverson",24,"PHI",1,132,1210,0.109,70,40.8,28.4,3.8,4.7,2.1,0.1,0.421,0.341,0.713,6.9,0.116,2000,"iversal01",6392,3297,0.976933854,0.327570783,1.304504637,6.827594594,6.226467581,0.601127014,1.570458217,0.482569841,2.053028058,0.09446682
"19",8,"8","Grant Hill",27,"DET",0,113,1210,0.093,74,37.5,25.8,6.6,5.2,1.4,0.6,0.489,0.347,0.795,10.7,0.185,2000,"hillgr01",5702,2831,3.833085192,0.093660973,3.926746165,9.592112184,9.645539175,-0.053426991,3.845945798,-0.124404581,3.721541218,-0.319763247
"20",9,"9","Chris Webber",26,"SAC",0,96,1210,0.079,75,38.4,24.5,10.5,4.6,1.6,1.7,0.483,0.284,0.751,10.7,0.179,2000,"webbech01",6405,3076,2.045576816,1.957906415,4.003483231,10.61385209,9.607823634,1.00602846,2.398757586,2.285075499,4.683833085,-0.32007959
"21",10,"10","Vince Carter",23,"TOR",0,51,1210,0.042,82,38.1,25.7,5.8,3.9,1.3,1.1,0.465,0.403,0.791,11.8,0.182,2000,"cartevi01",6309,3245,3.578793098,0.129757958,3.708551057,10.66947951,10.34618297,0.323296542,3.59713295,0.384434097,3.981567047,-0.24314584
"22",11,"11","Jason Kidd",26,"PHO",0,25,1210,0.021,67,39,14.3,7.2,10.1,2,0.4,0.409,0.337,0.829,8.5,0.156,2000,"kiddja01",5619,2845,2.783276563,1.870530583,4.653807146,10.70351252,9.92009872,0.783413801,2.847299987,2.008751076,4.856051062,-0.552410096
"23",12,"12","Kobe Bryant",21,"LAL",0,3,1210,0.002,66,38.2,22.5,6.3,4.9,1.6,0.9,0.468,0.319,0.821,10.6,0.202,2000,"bryanko01",6593,3381,3.711378391,1.430288966,5.141667357,13.69107562,10.53176171,3.159313911,3.876438488,1.870132732,5.74657122,-0.034932454
"24",13,"13T","Darrell Armstrong",31,"ORL",0,1,1210,0.001,82,31.6,16.2,3.3,6.1,2.1,0.1,0.433,0.34,0.911,8,0.149,2000,"armstda01",5310,2590,3.726113482,1.280989435,5.007102918,10.25148846,10.25148846,0,4.050281387,1.444651055,5.494932442,0.01023074
"25",14,"13T","Michael Finley",26,"DAL",0,1,1210,0.001,82,42.2,22.6,6.3,5.3,1.3,0.4,0.457,0.401,0.82,8.3,0.114,2000,"finlemi01",6927,3464,2.706359303,-0.459971281,2.246388023,8.766236647,8.766236647,0,2.915128481,-0.256664927,2.658463554,-0.683345563
"26",15,"13T","Reggie Miller",34,"IND",0,1,1210,0.001,81,36.9,18.1,3,2.3,1,0.3,0.448,0.408,0.919,10.1,0.162,2000,"millere01",7533,3879,4.337383057,-0.500081074,3.837301983,13.13101037,8.915604957,4.215405412,4.309965963,-0.279543413,4.030422551,-0.578467571
"27",16,"13T","Jalen Rose",27,"IND",0,1,1210,0.001,80,37.2,18.2,4.8,4,1.1,0.6,0.471,0.393,0.827,7.3,0.118,2000,"roseja01",7650,3942,1.690616117,-0.087314072,1.603302045,8.791538337,6.741447172,2.050091165,1.913035625,0.189564752,2.102600377,-0.210028106
"28",17,"1","Allen Iverson",25,"PHI",93,1121,1240,0.904,71,42,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,0.19,2001,"iversal01",7550,3995,3.493333163,0.646255665,4.139588828,14.15842091,10.72884215,3.429578765,4.2221682,1.233272569,5.455440769,0.14132656
"29",18,"2","Tim Duncan",24,"SAS",18,706,1240,0.569,82,38.7,22.2,12.2,3,0.9,2.3,0.499,0.259,0.618,13.2,0.2,2001,"duncati01",6986,3700,1.840179547,3.896793712,5.736973259,16.02061341,13.54583045,2.47478296,2.357345725,3.620383064,5.977728789,-0.435192838
"30",19,"3","Shaquille O'Neal",28,"LAL",7,578,1240,0.466,74,39.5,28.7,12.7,3.7,0.6,2.8,0.572,0,0.513,14.9,0.245,2001,"onealsh01",6961,3600,4.776321994,1.443197681,6.219519676,16.55404778,12.40995036,4.144097413,5.229350603,1.358020029,6.587370632,-0.224305298
"31",20,"4","Chris Webber",27,"SAC",5,521,1240,0.42,70,40.5,27.1,11.1,4.2,1.3,1.7,0.481,0.071,0.703,11,0.186,2001,"webbech01",6347,3184,0.960508809,2.153563917,3.114072726,9.505837025,9.326174794,0.179662231,1.505932305,2.222482966,3.728415271,-0.401547285
"32",21,"5","Kevin Garnett",24,"MIN",1,151,1240,0.122,81,39.5,22,11.4,5,1.4,1.8,0.477,0.288,0.764,11.8,0.176,2001,"garneke01",6499,3367,2.244422464,2.153502024,4.397924488,12.22472741,11.30761576,0.917111646,2.640134354,1.959391789,4.599526143,-0.718086241
"33",22,"6","Tracy McGrady",21,"ORL",0,64,1240,0.052,77,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189,2001,"mcgratr01",6411,3265,4.041229209,1.945232597,5.986461806,14.47585698,13.59770285,0.878154129,4.007419017,1.83143099,5.838850007,-0.662291647
"34",23,"7","Karl Malone",37,"UTA",0,21,1240,0.017,81,35.7,23.2,8.3,4.5,1.1,0.8,0.498,0.4,0.793,13.1,0.217,2001,"malonka01",5840,3094,3.140444735,-0.466309387,2.674135348,8.502294587,8.58601955,-0.083724963,3.483072468,-0.391131348,3.091941121,-0.356754099
"35",24,"8","Jason Kidd",27,"PHO",0,18,1240,0.015,77,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.814,9.6,0.15,2001,"kiddja01",6349,3231,2.191378428,2.285140298,4.476518726,11.89349924,11.3752004,0.518298838,2.319362089,2.46213935,4.781501439,-0.295337917
"36",25,"9","Kobe Bryant",22,"LAL",0,11,1240,0.009,68,40.9,28.5,5.9,5,1.7,0.6,0.464,0.305,0.853,11.3,0.196,2001,"bryanko01",6723,3477,5.27666868,1.113544014,6.390212694,16.32360499,12.28960151,4.034003479,5.559040261,1.489466363,7.048506624,-0.054096881
"37",26,"10","David Robinson",35,"SAS",0,8,1240,0.006,80,29.6,14.4,8.6,1.5,1,2.5,0.486,0,0.747,12.1,0.246,2001,"robinda01",5249,2780,0.640909363,6.084678167,6.72558753,13.41967385,11.43206855,1.987605293,1.030147972,5.580030779,6.610178751,-0.551034762
"38",27,"11T","Ray Allen",25,"MIL",0,7,1240,0.006,82,38.2,22,5.2,4.6,1.5,0.2,0.48,0.433,0.888,13.7,0.211,2001,"allenra02",7502,3897,7.058893474,0.103691264,7.162584739,19.79155549,15.17248718,4.619068304,6.996634975,0.204263624,7.200898599,-0.375824893
"39",28,"11T","Vince Carter",24,"TOR",0,7,1240,0.006,75,39.7,27.6,5.5,3.9,1.5,1.1,0.46,0.408,0.765,12.9,0.208,2001,"cartevi01",6693,3518,6.314806428,0.475362345,6.790168773,17.15199876,14.46476288,2.687235884,6.575931502,0.785745162,7.361676664,-0.283739758
"40",29,"13","Paul Pierce",23,"BOS",0,5,1240,0.004,82,38,25.3,6.4,3.1,1.7,0.8,0.454,0.383,0.745,10.4,0.16,2001,"piercpa01",6088,3120,2.58809187,0.049655955,2.637747826,8.608699973,8.608699973,0,2.710447902,0.186144105,2.896592006,0.34834963
"41",30,"14","Jerry Stackhouse",26,"DET",0,3,1240,0.002,80,40.2,29.8,3.9,5.1,1.2,0.7,0.402,0.351,0.822,9.2,0.137,2001,"stackje01",6416,3215,3.260941161,-1.012391944,2.248549217,8.183490851,8.183490851,0,3.429053782,-1.057937528,2.371116254,-0.175629865
"42",31,"15T","Michael Finley",27,"DAL",0,1,1240,0.001,82,42,21.5,5.2,4.4,1.4,0.4,0.458,0.346,0.775,8.5,0.119,2001,"finlemi01",7571,3877,2.551530703,-0.637096113,1.91443459,9.172968563,8.661576162,0.511392401,2.90353434,-0.448510685,2.455023655,-0.411584137
"43",33,"15T","John Stockton",38,"UTA",0,1,1240,0.001,82,29.2,11.5,2.8,8.7,1.6,0.3,0.504,0.462,0.817,10.8,0.216,2001,"stockjo01",4874,2583,7.015467632,2.850490879,9.865958511,16.63450666,15.00421503,1.630291637,6.643001581,2.704464135,9.347465715,-0.320471921
"44",34,"1","Tim Duncan",25,"SAS",57,954,1260,0.757,82,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257,2002,"duncati01",7001,3709,3.617258605,3.483545582,7.100804187,18.53218985,16.24212062,2.290069236,3.637089668,3.02726102,6.664350688,-0.946321528
"45",35,"2","Jason Kidd",28,"NJN",45,897,1260,0.712,82,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14,2002,"kiddja01",7474,3859,4.108294562,2.111637403,6.219931964,17.72008291,13.63597997,4.084102936,4.340183928,2.246217189,6.586401117,-0.327606694
"46",36,"3","Shaquille O'Neal",29,"LAL",15,696,1260,0.552,67,36.1,27.2,10.7,3,0.6,2,0.579,0,0.555,13.2,0.262,2002,"onealsh01",6197,3198,4.239287677,3.422637576,7.661925253,17.03638357,13.19338923,3.842994334,4.44392166,2.775676535,7.219598196,-0.365333975
"47",37,"4","Tracy McGrady",22,"ORL",7,390,1260,0.31,76,38.3,25.6,7.9,5.3,1.6,1,0.451,0.364,0.748,11.5,0.189,2002,"mcgratr01",6049,3090,5.144965143,1.284104185,6.429069328,14.40920435,13.70661478,0.702589569,5.165174082,1.299615313,6.464789395,-0.474109376
"48",38,"5","Kobe Bryant",23,"LAL",1,98,1260,0.078,80,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199,2002,"bryanko01",7551,3896,4.648752453,-0.206137875,4.442614578,14.35440383,11.55496085,2.799442976,4.691810187,0.335708959,5.027519146,-0.165804839
"49",39,"6","Gary Payton",33,"SEA",1,54,1260,0.043,82,40.3,22.1,4.8,9,1.6,0.3,0.467,0.314,0.797,12.6,0.183,2002,"paytoga01",6560,3508,4.849804525,-0.209407555,4.640396969,13.15605238,12.78381534,0.372237043,4.986582193,0.260281307,5.2468635,-0.426647762
"50",40,"7","Chris Webber",28,"SAC",0,37,1260,0.029,54,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,0.2,2002,"webbech01",5492,2738,2.462185528,0.971512576,3.433698103,8.653121949,6.902644934,1.750477014,2.853908581,1.315879359,4.16978794,-0.335229134
"51",41,"8","Dirk Nowitzki",23,"DAL",0,31,1260,0.025,76,38,23.4,9.9,2.4,1.1,1,0.477,0.397,0.853,13.4,0.222,2002,"nowitdi01",6378,3248,4.580113781,0.16563954,4.745753321,12.43540105,11.30218603,1.133215019,5.127406676,0.615404515,5.742811191,-0.235581031
"52",42,"9","Allen Iverson",26,"PHI",0,29,1260,0.023,60,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,0.126,2002,"iversal01",5296,2831,1.818079415,1.719887675,3.537967091,9.124666967,8.323820585,0.800846382,2.635990288,1.957831589,4.593821877,0.164708872
"53",43,"10","Ben Wallace",27,"DET",0,24,1260,0.019,80,36.5,7.6,13,1.4,1.7,3.5,0.531,0,0.423,11.6,0.19,2002,"wallabe01",6283,3329,-0.693215551,5.810173469,5.116957919,13.27945505,11.48946859,1.789986463,-0.456599765,5.794562128,5.337962363,-0.970622189
"54",44,"11","Paul Pierce",24,"BOS",0,22,1260,0.017,82,40.3,26.1,6.9,3.2,1.9,1,0.442,0.404,0.809,12.9,0.187,2002,"piercpa01",7709,3974,3.345334994,1.58804196,4.933376953,15.69302438,13.10308318,2.589941199,3.398265462,1.769820821,5.168086283,0.235457008
"55",45,"12","Kevin Garnett",25,"MIN",0,17,1260,0.013,81,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194,2002,"garneke01",6320,3305,3.604968004,2.348420496,5.9533885,14.56619795,13.9785742,0.587623748,3.988993086,2.148649845,6.137642932,-0.797884144
"56",46,"13","Michael Jordan",38,"WAS",0,16,1260,0.013,60,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,0.075,2002,"jordami01",3894,2093,1.048079643,-1.164776045,-0.116696402,2.80433315,2.80433315,0,1.601696488,-0.9322201,0.669476389,-0.249250078
"57",47,"14","Steve Nash",27,"DAL",0,5,1260,0.004,82,34.6,17.9,3.1,7.7,0.6,0,0.483,0.455,0.887,9.9,0.167,2002,"nashst01",6204,3160,5.295462519,-1.371346108,3.924116412,10.71645694,9.660839834,1.055617105,5.173125377,-1.688804578,3.484320798,-0.670503285
"58",48,"15","Jerry Stackhouse",27,"DET",0,3,1260,0.002,76,35.3,21.4,4.1,5.3,1,0.5,0.397,0.287,0.858,5.8,0.104,2002,"stackje01",5749,3046,1.708244254,-0.486453233,1.221791021,6.166470691,5.834374398,0.332096293,1.94675949,-0.959964609,0.986794881,0.004321271
"59",49,"16T","Mike Bibby",23,"SAC",0,1,1260,0.001,80,33.2,13.7,2.8,5,1.1,0.2,0.453,0.37,0.803,6.3,0.113,2002,"bibbymi01",6665,3320,1.152465667,-0.582302837,0.57016283,5.662414982,3.645845012,2.01656997,1.16125734,-0.361672161,0.799585179,-0.594273212
"60",52,"1","Tim Duncan",26,"SAS",60,962,1190,0.808,81,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248,2003,"duncati01",7991,4202,3.871612321,4.244495858,8.116108179,23.27460284,16.51085113,6.763751709,3.754580703,3.734890206,7.489470909,-0.844640448
"61",53,"2","Kevin Garnett",26,"MIN",43,871,1190,0.732,82,40.5,23,13.4,6,1.4,1.6,0.502,0.282,0.751,15.6,0.225,2003,"garneke01",6960,3586,4.854982917,4.081720862,8.936703779,21.24876483,19.8907457,1.358019125,4.991639365,3.846061207,8.837700573,-0.776190359
"62",54,"3","Kobe Bryant",24,"LAL",8,496,1190,0.417,82,41.5,30,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21,2003,"bryanko01",7667,3932,5.389915227,0.941291902,6.331207129,18.23663789,16.57083141,1.665806485,5.635013703,1.290898005,6.925911707,-0.181081597
"63",55,"4","Tracy McGrady",23,"ORL",4,427,1190,0.359,75,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262,2003,"mcgratr01",6366,3262,8.020701931,0.347800236,8.368502168,18.48818502,16.83368391,1.654501112,7.850746892,0.543968186,8.394715078,-0.289812895
"64",57,"6","Allen Iverson",27,"PHI",0,83,1190,0.07,82,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127,2003,"iversal01",7717,4042,2.473674637,0.280695031,2.754369667,11.45796402,9.300956685,2.157007338,3.194251494,0.616373308,3.810624803,0.072373572
"65",58,"7","Dirk Nowitzki",24,"DAL",0,43,1190,0.036,80,39,25.1,9.9,3,1.4,1,0.463,0.379,0.881,16.1,0.249,2003,"nowitdi01",7494,3839,4.631648657,2.194584255,6.826232912,18.79525748,15.84437689,2.950880594,5.130105083,2.33349954,7.463604623,-0.281753229
"66",59,"8","Ben Wallace",28,"DET",1,33,1190,0.028,73,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176,2003,"wallabe01",6571,3595,-1.362756242,6.944065366,5.581309124,15.259763,11.03134923,4.228413765,-0.963439318,6.891315234,5.927875916,-0.941955676
"67",60,"9","Jason Kidd",29,"NJN",0,31,1190,0.026,80,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,0.182,2003,"kiddja01",7384,3841,4.407908555,2.851787284,7.259695839,19.6614378,15.65890341,4.002534382,4.642254383,2.763273513,7.405527896,-0.316264716
"68",61,"10","Chris Webber",29,"SAC",0,19,1190,0.016,67,39.1,23,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127,2003,"webbech01",5762,2868,0.381012253,1.36983101,1.750843263,6.588407599,5.885293378,0.703114221,1.125058631,1.599575325,2.724633956,-0.281919961
"69",62,"11T","Jamal Mashburn",30,"NOH",0,1,1190,0.001,82,40.5,21.6,6.1,5.6,1,0.2,0.422,0.389,0.848,9,0.13,2003,"mashbja01",6554,3483,1.917009629,-0.603268399,1.31374123,7.206046252,6.801030313,0.405015939,2.068889925,-0.605231819,1.463658105,-0.367191557
"70",63,"11T","Steve Nash",28,"DAL",0,1,1190,0.001,82,33.1,17.7,2.9,7.3,1,0.1,0.465,0.413,0.909,11.6,0.206,2003,"nashst01",6716,3440,5.364861063,-1.804780773,3.56008029,11.04243347,9.260433978,1.781999492,5.227599544,-1.690874189,3.536725355,-0.759047163
"71",64,"11T","Paul Pierce",25,"BOS",0,1,1190,0.001,79,39.2,25.9,7.3,4.4,1.8,0.8,0.416,0.302,0.802,10.1,0.157,2003,"piercpa01",6778,3541,2.359415464,1.178319375,3.537734839,11.45999054,9.551403641,1.908586895,2.402242795,1.275475885,3.67771868,0.337195619
"72",65,"1","Kevin Garnett",27,"MIN",120,1219,1230,0.991,82,39.4,24.2,13.9,5,1.5,2.2,0.499,0.256,0.791,18.3,0.272,2004,"garneke01",7542,4014,4.39007551,4.456477305,8.846552816,23.63504176,20.28188245,3.353159306,4.663240299,4.195813157,8.859053456,-0.857523216
"73",66,"2","Tim Duncan",27,"SAS",0,716,1230,0.582,69,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249,2004,"duncati01",5494,2932,1.927665865,4.455760469,6.383426335,13.5980377,12.11590773,1.482129966,2.069526403,3.861976293,5.931502696,-0.655273518
"74",67,"3","Jermaine O'Neal",25,"IND",2,523,1230,0.425,78,35.7,20.1,10,2.1,0.8,2.6,0.434,0.111,0.757,9,0.155,2004,"onealje01",6242,3392,-0.625865701,2.570107971,1.944242271,8.114391174,6.85012705,1.264264123,-0.271975995,2.34950166,2.077525665,-0.507778085
"75",69,"5","Kobe Bryant",25,"LAL",0,212,1230,0.172,65,37.6,24,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21,2004,"bryanko01",6535,3420,5.064588778,0.424176435,5.488765213,14.46057089,10.50850916,3.952061731,5.164197291,0.956858561,6.121055853,-0.122254244
"76",71,"7","Ben Wallace",29,"DET",0,24,1230,0.02,81,37.7,9.5,12.4,1.7,1.8,3,0.421,0.125,0.49,10.2,0.16,2004,"wallabe01",7325,3974,-1.467349251,7.340098458,5.872749206,17.46071561,12.66364028,4.797075334,-0.835922241,6.994865937,6.158943696,-0.949761775
"77",72,"8","Jason Kidd",30,"NJN",0,17,1230,0.014,67,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.827,7.2,0.141,2004,"kiddja01",5504,2924,3.226156119,2.234984042,5.461140161,12.26230961,10.0465472,2.215762409,3.390025413,2.109787918,5.499813331,-0.412241928
"78",73,"9","LeBron James",19,"CLE",0,11,1230,0.009,79,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,5.1,0.078,2004,"jamesle01",5974,3122,1.337109873,-0.298264024,1.038845849,6.013994518,6.013994518,0,1.629358074,-0.105367396,1.523990678,-0.31800111
"79",74,"10T","Sam Cassell",34,"MIN",0,4,1230,0.003,81,35,19.8,3.3,7.3,1.3,0.2,0.488,0.398,0.873,12.1,0.205,2004,"cassesa01",6263,3335,5.068002569,0.198800026,5.266802595,13.67227481,12.26240618,1.409868633,4.913408332,0.63016899,5.543577322,-0.094647538
"80",75,"10T","Baron Davis",24,"NOH",0,4,1230,0.003,67,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.673,7.5,0.133,2004,"davisba01",5520,2946,4.126414733,1.73577482,5.862189553,13.07793124,11.77165263,1.306278609,4.780713663,2.328015026,7.10872869,0.643709404
"81",76,"10T","Dirk Nowitzki",25,"DAL",0,4,1230,0.003,77,37.9,21.8,8.7,2.7,1.2,1.4,0.462,0.341,0.877,11.5,0.19,2004,"nowitdi01",6155,3127,3.173506149,0.466284865,3.639791014,10.17680499,9.068879094,1.107925892,3.771190846,0.91665852,4.687849365,-0.314202288
"82",77,"13","Andrei Kirilenko",22,"UTA",0,2,1230,0.002,78,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192,2004,"kirilan01",5283,2895,3.360856223,3.658177117,7.019033341,14.34040758,14.34040758,0,3.660802154,3.393726477,7.05452863,-0.560763619
"83",78,"14T","Carmelo Anthony",19,"DEN",0,1,1230,0.001,82,36.5,21,6.1,2.8,1.2,0.5,0.426,0.322,0.777,6.1,0.098,2004,"anthoca01",6163,3138,0.579516833,-2.058344113,-1.47882728,2.021349302,2.187216133,-0.165866831,0.963372138,-1.791089365,-0.827717227,-0.090875251
"84",79,"14T","Yao Ming",23,"HOU",0,1,1230,0.001,82,32.8,17.5,9,1.5,0.3,1.9,0.522,0,0.809,11.4,0.202,2004,"mingya01",5323,2877,0.17015607,2.056994357,2.227150427,7.273551359,7.16182597,0.111725389,-0.089058727,1.543649447,1.45459072,-0.433227452
"85",80,"14T","Michael Redd",24,"MIL",0,1,1230,0.001,82,36.8,21.7,5,2.3,1,0.1,0.44,0.35,0.868,9.7,0.154,2004,"reddmi01",6195,3213,3.655428359,-2.901069137,0.754359222,5.678961032,6.274355879,-0.595394847,3.702267029,-2.175379846,1.526887183,-0.403470772
"86",81,"1","Steve Nash",30,"PHO",65,1066,1270,0.839,75,34.3,15.5,3.3,11.5,1,0.1,0.502,0.431,0.887,10.9,0.203,2005,"nashst01",6410,3183,7.296740757,-1.541472378,5.755268379,13.76455241,10.81293737,2.95161504,6.814882796,-1.720810814,5.094071982,-0.949360772
"87",83,"3","Dirk Nowitzki",26,"DAL",0,349,1270,0.275,78,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,15.6,0.248,2005,"nowitdi01",6968,3571,3.821284414,1.815783906,5.63706832,15.24344246,13.59452527,1.648917183,4.16420136,1.869308351,6.033509711,-0.490012208
"88",84,"4","Tim Duncan",28,"SAS",1,328,1270,0.258,66,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245,2005,"duncati01",5726,3072,2.665027956,4.450822799,7.115850755,15.40872197,11.37685642,4.031865543,2.75816497,3.7756553,6.53382027,-1.000911875
